Pre&Suffix,Tri-Bi-Unigram,Combined,Combined + No-match Weight,Direct Match
0.4382768865121806,0.30527629233511583,0.5303624480095068,0.5440522875816993,0.44160427807486635
0.5095320855614973,0.45878342245989306,0.6131684491978611,0.6290508021390374,0.49711229946524066
0.5800000000000001,0.593048128342246,0.6781512605042017,0.6821543162719633,0.5581207028265852
0.6407486631016043,0.6931194295900177,0.7224955436720141,0.7291087344028521,0.61475935828877
0.695807486631016,0.7424598930481284,0.7586951871657753,0.7623957219251337,0.6673155080213904
0.7347860962566846,0.777139037433155,0.7853475935828877,0.7868449197860963,0.7150267379679145
0.7693404634581106,0.7998930481283423,0.808235294117647,0.8089839572192513,0.75475935828877
